ROUTE,EMBARK_PORT,DISEMBARK_PORT,CABIN_TYPE,DURATION,CRUISE_REGION,BOOKING_WEEK_PRIOR,CANCEL_WEEK_PRIOR,EMBARK_REGION,DEBARK_REGION,PRICE_PAID,NO_OF_PEOPLE_ON_BOOKING
SOU-SYD,SOU,SYD,B,44,West Bound,29,,UK,Australia - New South Wales,8409.80,2
SOU-SYD,SOU,SYD,B,44,West Bound,29,,UK,Australia - New South Wales,11534.18,2
SOU-SYD,SOU,SYD,I,44,West Bound,29,,UK,Australia - New South Wales,6573.42,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,29,,Australia - New South Wales,Australia - Queensland,567.09,1
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,29,0,Australia - New South Wales,Australia - Queensland,440.35,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,29,9,Australia - New South Wales,Hong Kong,2422.60,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,29,27,Australia - New South Wales,Hong Kong,2256.55,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,29,,Australia - New South Wales,Hong Kong,2246.46,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,29,,Australia - New South Wales,Hong Kong,3044.92,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,29,,Australia - New South Wales,Singapore,6117.81,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,29,8,Australia - New South Wales,UK,7625.43,2
SYD-SOU,SYD,SOU,I,55,Southeast Asia,29,,Australia - New South Wales,UK,4865.98,2
AKL-SOU,AKL,SOU,I,59,Southeast Asia,30,,New Zealand,UK,6976.24,1
AKL-SYD,AKL,SYD,B,4,New Zealand,30,,New Zealand,Australia - New South Wales,696.07,1
AKL-SYD,AKL,SYD,I,4,New Zealand,30,8,New Zealand,Australia - New South Wales,467.08,2
AKL-SYD,AKL,SYD,B,4,New Zealand,30,,New Zealand,Australia - New South Wales,485.01,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,30,9,Australia - Queensland,UK,8275.09,2
BNE-SOU,BNE,SOU,O,52,Southeast Asia,30,,Australia - Queensland,UK,9632.13,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,2,UAE,UK,3171.85,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,17,UAE,UK,3678.10,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,,UAE,UK,1954.89,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,,UAE,UK,3642.28,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,,UAE,UK,3470.52,2
DXB-SOU,DXB,SOU,B,19,Middle East,30,,UAE,UK,1923.33,2
DXB-SOU,DXB,SOU,I,19,Middle East,30,,UAE,UK,1381.06,2
SFO-AKL,SFO,AKL,B,16,South Pacific,30,,USA - West Coast,New Zealand,2125.63,2
SFO-SYD,SFO,SYD,B,20,South Pacific,30,,USA - West Coast,Australia - New South Wales,5288.23,2
SFO-SYD,SFO,SYD,I,20,South Pacific,30,,USA - West Coast,Australia - New South Wales,3416.47,2
SFO-SYD,SFO,SYD,O,20,South Pacific,30,,USA - West Coast,Australia - New South Wales,3264.74,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,30,,Singapore,UAE,1734.57,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,30,2,Singapore,UK,6020.46,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,30,13,Singapore,UK,5073.68,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,30,24,Singapore,UK,6829.59,2
SOU-BNE,SOU,BNE,O,47,West Bound,30,13,UK,Australia - Queensland,7590.85,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,22,UK,USA - West Coast,2390.74,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,23,UK,USA - West Coast,4332.51,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,5336.68,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,3689.94,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,3902.39,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,3777.91,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,1931.85,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,2167.90,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,30,,UK,USA - West Coast,7403.45,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,30,,UK,USA - West Coast,1778.27,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,30,,UK,USA - West Coast,2304.10,2
SOU-SOU,SOU,SOU,B,99,West Bound,30,4,UK,UK,13241.09,2
SOU-SOU,SOU,SOU,B,99,West Bound,30,,UK,UK,18430.90,2
SOU-SOU,SOU,SOU,B,99,West Bound,30,,UK,UK,16305.08,2
SOU-SOU,SOU,SOU,B,99,West Bound,30,,UK,UK,26213.87,2
SOU-SOU,SOU,SOU,I,99,West Bound,30,,UK,UK,11460.13,2
SOU-SYD,SOU,SYD,B,44,West Bound,30,,UK,Australia - New South Wales,10222.88,1
SOU-SYD,SOU,SYD,B,44,West Bound,30,23,UK,Australia - New South Wales,6213.69,2
SOU-SYD,SOU,SYD,B,44,West Bound,30,,UK,Australia - New South Wales,8806.44,2
SOU-SYD,SOU,SYD,B,44,West Bound,30,,UK,Australia - New South Wales,3758.64,2
SOU-SYD,SOU,SYD,B,44,West Bound,30,,UK,Australia - New South Wales,8619.45,2
SOU-SYD,SOU,SYD,B,44,West Bound,30,,UK,Australia - New South Wales,3486.02,2
SOU-SYD,SOU,SYD,B,44,West Bound,30,,UK,Australia - New South Wales,4913.65,2
SOU-SYD,SOU,SYD,I,44,West Bound,30,,UK,Australia - New South Wales,5298.40,2
SOU-SYD,SOU,SYD,I,44,West Bound,30,,UK,Australia - New South Wales,3691.11,2
SOU-SYD,SOU,SYD,O,44,West Bound,30,,UK,Australia - New South Wales,5707.78,2
SOU-SYD,SOU,SYD,O,44,West Bound,30,,UK,Australia - New South Wales,3609.95,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,30,,Australia - New South Wales,Australia - Queensland,366.67,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,30,20,Australia - New South Wales,Hong Kong,3353.30,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,30,,Australia - New South Wales,Hong Kong,2509.06,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,30,,Australia - New South Wales,Hong Kong,3137.20,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,30,,Australia - New South Wales,Hong Kong,2138.25,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,30,,Australia - New South Wales,Hong Kong,1662.60,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,30,,Australia - New South Wales,Singapore,3325.18,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,30,3,Australia - New South Wales,Singapore,4525.49,2
SYD-SIN,SYD,SIN,S,25,Southeast Asia,30,,Australia - New South Wales,Singapore,7918.88,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,30,5,Australia - New South Wales,UK,9153.73,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,30,12,Australia - New South Wales,UK,11501.16,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,30,14,Australia - New South Wales,UK,12290.51,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,30,24,Australia - New South Wales,UK,9131.35,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,30,,Australia - New South Wales,UK,12684.14,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,30,,Australia - New South Wales,UK,19153.42,2
AKL-SYD,AKL,SYD,B,4,New Zealand,31,,New Zealand,Australia - New South Wales,508.72,2
AKL-SYD,AKL,SYD,I,4,New Zealand,31,,New Zealand,Australia - New South Wales,248.36,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,31,,Australia - Queensland,Hong Kong,1977.74,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,31,,Australia - Queensland,UK,9891.36,2
DXB-SOU,DXB,SOU,B,19,Middle East,31,27,UAE,UK,7346.93,1
DXB-SOU,DXB,SOU,B,19,Middle East,31,,UAE,UK,2582.38,1
DXB-SOU,DXB,SOU,B,19,Middle East,31,,UAE,UK,1729.85,1
DXB-SOU,DXB,SOU,B,19,Middle East,31,0,UAE,UK,2908.03,2
DXB-SOU,DXB,SOU,B,19,Middle East,31,4,UAE,UK,1745.16,2
DXB-SOU,DXB,SOU,B,19,Middle East,31,7,UAE,UK,1683.52,2
DXB-SOU,DXB,SOU,B,19,Middle East,31,,UAE,UK,2690.97,2
DXB-SOU,DXB,SOU,B,19,Middle East,31,,UAE,UK,3296.49,2
DXB-SOU,DXB,SOU,B,19,Middle East,31,,UAE,UK,2028.29,2
DXB-SOU,DXB,SOU,I,19,Middle East,31,,UAE,UK,2345.57,2
DXB-SOU,DXB,SOU,O,19,Middle East,31,,UAE,UK,3475.16,2
SFO-AKL,SFO,AKL,I,16,South Pacific,31,,USA - West Coast,New Zealand,3275.66,1
SFO-SYD,SFO,SYD,O,20,South Pacific,31,,USA - West Coast,Australia - New South Wales,2640.26,2
SIN-DXB,SIN,DXB,O,11,Southern Asia,31,,Singapore,UAE,1639.27,2
SIN-DXB,SIN,DXB,O,11,Southern Asia,31,,Singapore,UAE,1745.98,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,31,3,Singapore,UK,4778.11,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,31,4,Singapore,UK,7400.60,2
SOU-AKL,SOU,AKL,I,40,West Bound,31,0,UK,New Zealand,5169.62,2
SOU-AKL,SOU,AKL,B,40,West Bound,31,,UK,New Zealand,7064.88,2
SOU-BNE,SOU,BNE,B,47,West Bound,31,,UK,Australia - Queensland,7382.35,2
SOU-BNE,SOU,BNE,O,47,West Bound,31,,UK,Australia - Queensland,6746.11,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2246.51,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,0,UK,USA - West Coast,2248.29,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,31,9,UK,USA - West Coast,1580.70,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2094.22,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2597.66,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2412.85,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,3598.77,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,2407.12,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,3405.97,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,31,,UK,USA - West Coast,3492.07,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,31,,UK,USA - West Coast,3328.86,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,31,,UK,USA - West Coast,2181.16,2
SOU-SOU,SOU,SOU,B,99,West Bound,31,,UK,UK,22284.82,2
SOU-SOU,SOU,SOU,B,99,West Bound,31,,UK,UK,15354.65,2
SOU-SOU,SOU,SOU,B,99,West Bound,31,,UK,UK,19120.13,2
SOU-SOU,SOU,SOU,B,99,West Bound,31,,UK,UK,32966.89,2
SOU-SOU,SOU,SOU,I,99,West Bound,31,,UK,UK,12829.97,2
SOU-SYD,SOU,SYD,I,44,West Bound,31,,UK,Australia - New South Wales,5531.09,1
SOU-SYD,SOU,SYD,O,44,West Bound,31,,UK,Australia - New South Wales,3418.27,1
SOU-SYD,SOU,SYD,I,44,West Bound,31,7,UK,Australia - New South Wales,8260.34,2
SOU-SYD,SOU,SYD,B,44,West Bound,31,30,UK,Australia - New South Wales,5382.84,2
SOU-SYD,SOU,SYD,B,44,West Bound,31,,UK,Australia - New South Wales,12217.42,2
SOU-SYD,SOU,SYD,B,44,West Bound,31,,UK,Australia - New South Wales,3833.92,2
SOU-SYD,SOU,SYD,B,44,West Bound,31,,UK,Australia - New South Wales,4493.76,2
SOU-SYD,SOU,SYD,I,44,West Bound,31,,UK,Australia - New South Wales,5695.76,2
SOU-SYD,SOU,SYD,I,44,West Bound,31,,UK,Australia - New South Wales,3871.35,2
SOU-SYD,SOU,SYD,O,44,West Bound,31,,UK,Australia - New South Wales,4324.52,2
SOU-SYD,SOU,SYD,O,44,West Bound,31,,UK,Australia - New South Wales,4387.00,2
SOU-SYD,SOU,SYD,O,44,West Bound,31,,UK,Australia - New South Wales,3686.51,2
SOU-SYD,SOU,SYD,S,44,West Bound,31,,UK,Australia - New South Wales,13439.87,2
SYD-BNE,SYD,BNE,O,3,South Coast/Tasmania,31,,Australia - New South Wales,Australia - Queensland,378.88,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,31,,Australia - New South Wales,Hong Kong,3648.00,1
SYD-HKG,SYD,HKG,S,19,GB Reef/Queensland,31,19,Australia - New South Wales,Hong Kong,6100.41,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,31,,Australia - New South Wales,Hong Kong,1951.64,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,31,,Australia - New South Wales,Hong Kong,2869.91,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,31,,Australia - New South Wales,Singapore,3123.07,2
SYD-SIN,SYD,SIN,S,25,Southeast Asia,31,,Australia - New South Wales,Singapore,8124.39,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,31,,Australia - New South Wales,UK,12727.62,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,31,,Australia - New South Wales,UK,9484.32,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,31,,Australia - New South Wales,UK,4573.07,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,,UAE,UK,2166.54,1
DXB-SOU,DXB,SOU,B,19,Middle East,32,18,UAE,UK,2370.41,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,20,UAE,UK,1731.69,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,,UAE,UK,2367.17,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,,UAE,UK,3643.34,2
DXB-SOU,DXB,SOU,I,19,Middle East,32,,UAE,UK,1850.10,2
DXB-SOU,DXB,SOU,B,19,Middle East,32,12,UAE,UK,1763.98,3
SFO-SYD,SFO,SYD,I,20,South Pacific,32,,USA - West Coast,Australia - New South Wales,3449.80,1
SFO-SYD,SFO,SYD,O,20,South Pacific,32,6,USA - West Coast,Australia - New South Wales,2736.09,2
SFO-SYD,SFO,SYD,B,20,South Pacific,32,,USA - West Coast,Australia - New South Wales,2902.90,2
SFO-SYD,SFO,SYD,I,20,South Pacific,32,,USA - West Coast,Australia - New South Wales,3368.74,2
SIN-DXB,SIN,DXB,B,11,Southern Asia,32,,Singapore,UAE,2349.34,2
SIN-SOU,SIN,SOU,I,30,Southern Asia,32,10,Singapore,UK,4591.80,1
SIN-SOU,SIN,SOU,I,30,Southern Asia,32,32,Singapore,UK,5298.94,2
SIN-SOU,SIN,SOU,B,30,Southern Asia,32,,Singapore,UK,6684.68,2
SOU-AKL,SOU,AKL,O,40,West Bound,32,5,UK,New Zealand,4540.75,2
SOU-AKL,SOU,AKL,B,40,West Bound,32,8,UK,New Zealand,3762.73,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,,UK,USA - West Coast,1589.33,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,,UK,USA - West Coast,2594.71,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,32,,UK,USA - West Coast,1739.61,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,3,UK,USA - West Coast,2099.79,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,22,UK,USA - West Coast,2489.12,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,28,UK,USA - West Coast,2437.40,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,32,29,UK,USA - West Coast,2214.39,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,32,,UK,USA - West Coast,2541.35,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,32,,UK,USA - West Coast,2073.26,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,32,,UK,USA - West Coast,2225.50,2
SOU-SOU,SOU,SOU,B,99,West Bound,32,,UK,UK,34972.77,1
SOU-SOU,SOU,SOU,B,99,West Bound,32,,UK,UK,16237.09,1
SOU-SOU,SOU,SOU,O,99,West Bound,32,,UK,UK,14984.51,1
SOU-SOU,SOU,SOU,B,99,West Bound,32,8,UK,UK,31767.66,2
SOU-SOU,SOU,SOU,B,99,West Bound,32,24,UK,UK,25434.68,2
SOU-SOU,SOU,SOU,B,99,West Bound,32,,UK,UK,29988.96,2
SOU-SOU,SOU,SOU,B,99,West Bound,32,,UK,UK,14884.28,2
SOU-SYD,SOU,SYD,B,44,West Bound,32,,UK,Australia - New South Wales,4850.77,1
SOU-SYD,SOU,SYD,O,44,West Bound,32,,UK,Australia - New South Wales,6761.11,1
SOU-SYD,SOU,SYD,O,44,West Bound,32,,UK,Australia - New South Wales,6395.40,1
SOU-SYD,SOU,SYD,B,44,West Bound,32,4,UK,Australia - New South Wales,5528.99,2
SOU-SYD,SOU,SYD,I,44,West Bound,32,17,UK,Australia - New South Wales,5637.51,2
SOU-SYD,SOU,SYD,B,44,West Bound,32,,UK,Australia - New South Wales,8536.58,2
SOU-SYD,SOU,SYD,B,44,West Bound,32,,UK,Australia - New South Wales,4979.07,2
SOU-SYD,SOU,SYD,B,44,West Bound,32,,UK,Australia - New South Wales,10066.81,2
SOU-SYD,SOU,SYD,B,44,West Bound,32,,UK,Australia - New South Wales,9856.50,2
SOU-SYD,SOU,SYD,B,44,West Bound,32,,UK,Australia - New South Wales,4611.42,2
SOU-SYD,SOU,SYD,I,44,West Bound,32,,UK,Australia - New South Wales,4780.12,2
SOU-SYD,SOU,SYD,O,44,West Bound,32,,UK,Australia - New South Wales,3827.51,2
SOU-SYD,SOU,SYD,O,44,West Bound,32,,UK,Australia - New South Wales,4320.55,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,32,16,Australia - New South Wales,Australia - Queensland,353.01,2
SYD-BNE,SYD,BNE,B,3,South Coast/Tasmania,32,,Australia - New South Wales,Australia - Queensland,642.38,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,32,,Australia - New South Wales,Hong Kong,2429.86,2
SYD-HKG,SYD,HKG,I,19,GB Reef/Queensland,32,,Australia - New South Wales,Hong Kong,2737.54,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,32,,Australia - New South Wales,Singapore,2408.04,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,32,18,Australia - New South Wales,Singapore,4849.58,2
SYD-SIN,SYD,SIN,I,25,Southeast Asia,32,25,Australia - New South Wales,Singapore,2249.50,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,32,,Australia - New South Wales,Singapore,4326.55,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,32,,Australia - New South Wales,Singapore,6395.36,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,32,,Australia - New South Wales,Singapore,3931.37,2
SYD-SIN,SYD,SIN,S,25,Southeast Asia,32,,Australia - New South Wales,Singapore,11134.57,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,32,,Australia - New South Wales,UK,9685.55,1
SYD-SOU,SYD,SOU,B,55,Southeast Asia,32,,Australia - New South Wales,UK,9127.24,2
SYD-SOU,SYD,SOU,O,55,Southeast Asia,32,,Australia - New South Wales,UK,6922.12,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,32,,Australia - New South Wales,UK,10451.71,3
AKL-SOU,AKL,SOU,I,59,Southeast Asia,33,8,New Zealand,UK,7736.43,2
AKL-SYD,AKL,SYD,B,4,New Zealand,33,21,New Zealand,Australia - New South Wales,710.07,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,33,,Australia - Queensland,Hong Kong,1538.08,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,33,,Australia - Queensland,Hong Kong,2403.20,2
BNE-SOU,BNE,SOU,I,52,Southeast Asia,33,32,Australia - Queensland,UK,13753.68,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,33,,Australia - Queensland,UK,7335.31,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,24,UAE,UK,2829.11,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,25,UAE,UK,2048.83,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,,UAE,UK,5273.42,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,,UAE,UK,1783.85,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,,UAE,UK,1733.97,2
DXB-SOU,DXB,SOU,B,19,Middle East,33,,UAE,UK,1783.81,2
DXB-SOU,DXB,SOU,O,19,Middle East,33,,UAE,UK,1717.03,2
HKG-SOU,HKG,SOU,B,36,Southeast Asia,33,28,Hong Kong,UK,7230.22,2
SFO-AKL,SFO,AKL,B,16,South Pacific,33,,USA - West Coast,New Zealand,2548.65,1
SFO-AKL,SFO,AKL,B,16,South Pacific,33,20,USA - West Coast,New Zealand,3094.56,2
SFO-SYD,SFO,SYD,B,20,South Pacific,33,,USA - West Coast,Australia - New South Wales,3513.18,2
SFO-SYD,SFO,SYD,I,20,South Pacific,33,,USA - West Coast,Australia - New South Wales,4057.41,2
SFO-SYD,SFO,SYD,I,20,South Pacific,33,,USA - West Coast,Australia - New South Wales,4452.56,2
SIN-SOU,SIN,SOU,O,30,Southern Asia,33,11,Singapore,UK,4644.79,2
SOU-AKL,SOU,AKL,B,40,West Bound,33,2,UK,New Zealand,6117.49,1
SOU-AKL,SOU,AKL,B,40,West Bound,33,,UK,New Zealand,8642.01,1
SOU-AKL,SOU,AKL,B,40,West Bound,33,0,UK,New Zealand,3651.34,2
SOU-AKL,SOU,AKL,B,40,West Bound,33,,UK,New Zealand,6423.88,2
SOU-AKL,SOU,AKL,I,40,West Bound,33,,UK,New Zealand,7278.74,2
SOU-AKL,SOU,AKL,O,40,West Bound,33,,UK,New Zealand,5881.80,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,33,24,UK,USA - West Coast,1992.51,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,1958.73,1
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,5835.35,1
SOU-SFO,SOU,SFO,I,24,Panama Canal,33,2,UK,USA - West Coast,1305.20,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,33,22,UK,USA - West Coast,2122.77,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,33,26,UK,USA - West Coast,1127.70,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,3956.90,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,2155.97,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,2924.16,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,4933.27,2
SOU-SFO,SOU,SFO,B,24,Panama Canal,33,,UK,USA - West Coast,2742.19,2
SOU-SFO,SOU,SFO,I,24,Panama Canal,33,,UK,USA - West Coast,1814.39,2
SOU-SFO,SOU,SFO,O,24,Panama Canal,33,,UK,USA - West Coast,2005.44,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,23,UK,UK,18778.02,1
SOU-SOU,SOU,SOU,I,99,West Bound,33,,UK,UK,24068.39,1
SOU-SOU,SOU,SOU,B,99,West Bound,33,4,UK,UK,31740.76,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,,UK,UK,17982.26,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,,UK,UK,14964.88,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,,UK,UK,25916.13,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,,UK,UK,22664.70,2
SOU-SOU,SOU,SOU,B,99,West Bound,33,,UK,UK,18272.44,2
SOU-SOU,SOU,SOU,S,99,West Bound,33,,UK,UK,47499.23,2
SOU-SYD,SOU,SYD,I,44,West Bound,33,,UK,Australia - New South Wales,4746.06,1
SOU-SYD,SOU,SYD,O,44,West Bound,33,31,UK,Australia - New South Wales,3471.61,2
SOU-SYD,SOU,SYD,B,44,West Bound,33,,UK,Australia - New South Wales,8471.14,2
SOU-SYD,SOU,SYD,B,44,West Bound,33,,UK,Australia - New South Wales,5681.19,2
SOU-SYD,SOU,SYD,I,44,West Bound,33,,UK,Australia - New South Wales,6362.88,2
SOU-SYD,SOU,SYD,O,44,West Bound,33,,UK,Australia - New South Wales,4064.13,2
SYD-BNE,SYD,BNE,I,3,South Coast/Tasmania,33,,Australia - New South Wales,Australia - Queensland,456.51,2
SYD-BNE,SYD,BNE,S,3,South Coast/Tasmania,33,,Australia - New South Wales,Australia - Queensland,620.46,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,33,,Australia - New South Wales,Hong Kong,2218.37,1
SYD-HKG,SYD,HKG,O,19,GB Reef/Queensland,33,2,Australia - New South Wales,Hong Kong,2894.51,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,33,,Australia - New South Wales,Hong Kong,2891.14,2
SYD-HKG,SYD,HKG,B,19,GB Reef/Queensland,33,,Australia - New South Wales,Hong Kong,2261.23,2
SYD-SIN,SYD,SIN,B,25,Southeast Asia,33,11,Australia - New South Wales,Singapore,4645.91,1
SYD-SIN,SYD,SIN,B,25,Southeast Asia,33,,Australia - New South Wales,Singapore,2253.28,1
SYD-SIN,SYD,SIN,O,25,Southeast Asia,33,,Australia - New South Wales,Singapore,6935.90,2
SYD-SIN,SYD,SIN,O,25,Southeast Asia,33,,Australia - New South Wales,Singapore,2757.49,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,33,32,Australia - New South Wales,UK,5724.70,2
SYD-SOU,SYD,SOU,B,55,Southeast Asia,33,,Australia - New South Wales,UK,6656.89,2
AKL-SOU,AKL,SOU,B,59,Southeast Asia,34,,New Zealand,UK,8522.21,2
AKL-SYD,AKL,SYD,I,4,New Zealand,34,,New Zealand,Australia - New South Wales,1003.37,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,34,15,Australia - Queensland,Hong Kong,1377.76,2
BNE-HKG,BNE,HKG,B,16,GB Reef/Queensland,34,,Australia - Queensland,Hong Kong,1982.20,2
BNE-SOU,BNE,SOU,B,52,Southeast Asia,34,,Australia - Queensland,UK,10588.87,2
DXB-SOU,DXB,SOU,O,19,Middle East,34,,UAE,UK,2631.82,1
DXB-SOU,DXB,SOU,O,19,Middle East,34,,UAE,UK,2104.75,1
DXB-SOU,DXB,SOU,B,19,Middle East,34,2,UAE,UK,4090.76,2
DXB-SOU,DXB,SOU,B,19,Middle East,34,29,UAE,UK,3942.28,2
DXB-SOU,DXB,SOU,B,19,Middle East,34,,UAE,UK,3435.01,2
DXB-SOU,DXB,SOU,B,19,Middle East,34,,UAE,UK,3115.13,2
DXB-SOU,DXB,SOU,B,19,Middle East,34,,UAE,UK,1870.88,2
DXB-SOU,DXB,SOU,B,19,Middle East,34,,UAE,UK,2907.60,2
DXB-SOU,DXB,SOU,B,19,Middle East,34,,UAE,UK,2326.59,2
DXB-SOU,DXB,SOU,I,19,Middle East,34,,UAE,UK,2217.97,2
HKG-DXB,HKG,DXB,I,17,Southeast Asia,34,,Hong Kong,UAE,2311.90,1
HKG-DXB,HKG,DXB,O,17,Southeast Asia,34,,Hong Kong,UAE,2488.28,2
